"batch_id","index","status","timestamp","source_relpath","expected_scale_percent","ai_opened","ruler_units_pixels","artboards","artboard_width","artboard_height","center_x","center_y","inside_artboard","stroke_count","stroke_mismatch_count","source_item_count","output_item_count","source_layer_count","output_layer_count","layer_signature_match","item_structure_match","item_state_match","color_space_match","names_match","output_ai","output_png","verify_audit","comment"
"180_184_20260727_140428","180","OK","2026-07-27T14:04:28","Корпус 2.2/POZD_WEB_K2-2_s6_et4_6.ai","120","true","true","1","1200","1200","600","600","true","2312","0","4673","4673","10","10","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.2\х120_POZD_WEB_K2-2_s6_et4_6.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.2\х120_POZD_WEB_K2-2_s6_et4_6.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\180_POZD_WEB_K2-2_s6_et4_6_verify_attempt1.json","Независимая read-only проверка AI пройдена."
"180_184_20260727_140428","181","OK","2026-07-27T14:04:35","Корпус 2.2/POZD_WEB_K2-2_s6_et5_6.ai","120","true","true","1","1200","1200","600","600","true","2316","0","4682","4682","10","10","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.2\х120_POZD_WEB_K2-2_s6_et5_6.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.2\х120_POZD_WEB_K2-2_s6_et5_6.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\181_POZD_WEB_K2-2_s6_et5_6_verify_attempt1.json","Независимая read-only проверка AI пройдена."
"180_184_20260727_140428","182","OK","2026-07-27T14:04:41","Корпус 2.2/POZD_WEB_K2-2_s6_et6_1.ai","120","true","true","1","1200","1200","600","600","true","2213","0","4491","4491","11","11","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.2\х120_POZD_WEB_K2-2_s6_et6_1.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.2\х120_POZD_WEB_K2-2_s6_et6_1.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\182_POZD_WEB_K2-2_s6_et6_1_verify_attempt1.json","Независимая read-only проверка AI пройдена."
"180_184_20260727_140428","183","OK","2026-07-27T14:04:47","Корпус 2.2/POZD_WEB_K2-2_s6_et6_6.ai","110","true","true","1","1200","1200","600","600","true","2352","0","4767","4767","16","16","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.2\х110_POZD_WEB_K2-2_s6_et6_6.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.2\х110_POZD_WEB_K2-2_s6_et6_6.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\183_POZD_WEB_K2-2_s6_et6_6_verify_attempt1.json","Независимая read-only проверка AI пройдена."
"180_184_20260727_140428","184","OK","2026-07-27T14:04:53","Корпус 2.2/POZD_WEB_K2-2_s7_et1,4_1.ai","170","true","true","1","1200","1200","600","600","true","931","0","1883","1883","10","10","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.2\х170_POZD_WEB_K2-2_s7_et1,4_1.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.2\х170_POZD_WEB_K2-2_s7_et1,4_1.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\184_POZD_WEB_K2-2_s7_et1,4_1_verify_attempt1.json","Независимая read-only проверка AI пройдена."
