"batch_id","index","status","source_relpath","applied_scale_percent","illustrator_status","ruler_units_pixels","artboards","artboard_width","artboard_height","center_x","center_y","inside_artboard","stroke_count","stroke_mismatch_count","source_item_count","output_item_count","source_layer_count","output_layer_count","layer_signature_match","item_structure_match","item_state_match","color_space_match","names_match","pdf_compatible","png_width","png_height","png_has_alpha","png_transparent_pixels","png_nontransparent_pixels","png_corners_transparent","png_no_opaque_white_rectangle","source_hash_match","output_ai_hash_match","output_png_hash_match","output_ai","output_png","process_audit","verify_audit","comment"
"277_296_20260727_152803","277","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et1_7.ai","200","OK","true","1","1200","1200","600","600","true","892","0","1809","1809","10","10","true","true","true","true","true","True","1200","1200","True","837966","602034","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et1_7.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et1_7.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\277_POZD_WEB_K2-3_s13_et1_7_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\277_POZD_WEB_K2-3_s13_et1_7_verify_attempt1.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"277_296_20260727_152803","278","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et1_9.ai","170","OK","true","1","1200","1200","600","600","true","1859","0","3768","3768","14","14","true","true","true","true","true","True","1200","1200","True","792938","647062","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х170_POZD_WEB_K2-3_s13_et1_9.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х170_POZD_WEB_K2-3_s13_et1_9.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\278_POZD_WEB_K2-3_s13_et1_9_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\278_POZD_WEB_K2-3_s13_et1_9_verify_attempt1.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"277_296_20260727_152803","279","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et2,4_4.ai","120","OK","true","1","1200","1200","600","600","true","1663","0","3362","3362","11","11","true","true","true","true","true","True","1200","1200","True","954907","485093","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х120_POZD_WEB_K2-3_s13_et2,4_4.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х120_POZD_WEB_K2-3_s13_et2,4_4.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\279_POZD_WEB_K2-3_s13_et2,4_4_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\279_POZD_WEB_K2-3_s13_et2,4_4_verify_attempt1.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"277_296_20260727_152803","280","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et2,5_2.ai","200","OK","true","1","1200","1200","600","600","true","800","0","1625","1625","10","10","true","true","true","true","true","True","1200","1200","True","878934","561066","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et2,5_2.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et2,5_2.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\280_POZD_WEB_K2-3_s13_et2,5_2_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\280_POZD_WEB_K2-3_s13_et2,5_2_verify_attempt1.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"277_296_20260727_152803","281","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et2,6_1.ai","200","OK","true","1","1200","1200","600","600","true","867","0","1748","1748","10","10","true","true","true","true","true","True","1200","1200","True","822356","617644","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et2,6_1.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et2,6_1.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\281_POZD_WEB_K2-3_s13_et2,6_1_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\281_POZD_WEB_K2-3_s13_et2,6_1_verify_attempt1.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"277_296_20260727_152803","282","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et2,6_6.ai","170","OK","true","1","1200","1200","600","600","true","1267","0","2560","2560","10","10","true","true","true","true","true","True","1200","1200","True","811245","628755","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х170_POZD_WEB_K2-3_s13_et2,6_6.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х170_POZD_WEB_K2-3_s13_et2,6_6.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\282_POZD_WEB_K2-3_s13_et2,6_6_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\282_POZD_WEB_K2-3_s13_et2,6_6_verify_attempt1.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"277_296_20260727_152803","283","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et2_11.ai","170","OK","true","1","1200","1200","600","600","true","1027","0","2087","2087","11","11","true","true","true","true","true","True","1200","1200","True","880264","559736","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х170_POZD_WEB_K2-3_s13_et2_11.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х170_POZD_WEB_K2-3_s13_et2_11.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\283_POZD_WEB_K2-3_s13_et2_11_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\283_POZD_WEB_K2-3_s13_et2_11_verify_attempt1.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"277_296_20260727_152803","284","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et2_3.ai","200","OK","true","1","1200","1200","600","600","true","806","0","1627","1627","10","10","true","true","true","true","true","True","1200","1200","True","854230","585770","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et2_3.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et2_3.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\284_POZD_WEB_K2-3_s13_et2_3_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\284_POZD_WEB_K2-3_s13_et2_3_verify_attempt1.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"277_296_20260727_152803","285","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et2_5.ai","150","OK","true","1","1200","1200","600","600","true","1293","0","2622","2622","11","11","true","true","true","true","true","True","1200","1200","True","893240","546760","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х150_POZD_WEB_K2-3_s13_et2_5.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х150_POZD_WEB_K2-3_s13_et2_5.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\285_POZD_WEB_K2-3_s13_et2_5_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\285_POZD_WEB_K2-3_s13_et2_5_verify_attempt1.json","Независимая проверка AI/PNG/SHA-256 пройдена."
"277_296_20260727_152803","286","OK","Корпус 2.3/POZD_WEB_K2-3_s13_et2_7.ai","200","OK","true","1","1200","1200","600","600","true","821","0","1665","1665","11","11","true","true","true","true","true","True","1200","1200","True","825980","614020","True","True","True","True","True","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et2_7.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.3\х200_POZD_WEB_K2-3_s13_et2_7.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\286_POZD_WEB_K2-3_s13_et2_7_attempt1.json","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\286_POZD_WEB_K2-3_s13_et2_7_verify_attempt1.json","Независимая проверка AI/PNG/SHA-256 пройдена."
