"batch_id","index","status","timestamp","source_relpath","expected_scale_percent","ai_opened","ruler_units_pixels","artboards","artboard_width","artboard_height","center_x","center_y","inside_artboard","stroke_count","stroke_mismatch_count","source_item_count","output_item_count","source_layer_count","output_layer_count","layer_signature_match","item_structure_match","item_state_match","color_space_match","names_match","output_ai","output_png","verify_audit","comment"
"030_034_20260727_122258","30","OK","2026-07-27T12:22:58","Корпус 2.1/POZD_WEB_K2-1_s2_et1_4.ai","200","true","true","1","1200","1200","600","600","true","834","0","1692","1692","10","10","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s2_et1_4.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s2_et1_4.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\030_POZD_WEB_K2-1_s2_et1_4_verify_attempt1.json","Независимая read-only проверка AI пройдена."
"030_034_20260727_122258","31","OK","2026-07-27T12:23:01","Корпус 2.1/POZD_WEB_K2-1_s2_et1_5.ai","200","true","true","1","1200","1200","600","600","true","793","0","1607","1607","11","11","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s2_et1_5.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s2_et1_5.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\031_POZD_WEB_K2-1_s2_et1_5_verify_attempt1.json","Независимая read-only проверка AI пройдена."
"030_034_20260727_122258","32","OK","2026-07-27T12:23:03","Корпус 2.1/POZD_WEB_K2-1_s2_et1_6.ai","170","true","true","1","1200","1200","600","600","true","1260","0","2544","2544","11","11","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s2_et1_6.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s2_et1_6.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\032_POZD_WEB_K2-1_s2_et1_6_verify_attempt1.json","Независимая read-only проверка AI пройдена."
"030_034_20260727_122258","33","OK","2026-07-27T12:23:06","Корпус 2.1/POZD_WEB_K2-1_s2_et1_7.ai","170","true","true","1","1200","1200","600","600","true","1193","0","2405","2405","11","11","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s2_et1_7.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s2_et1_7.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\033_POZD_WEB_K2-1_s2_et1_7_verify_attempt1.json","Независимая read-only проверка AI пройдена."
"030_034_20260727_122258","34","OK","2026-07-27T12:23:09","Корпус 2.1/POZD_WEB_K2-1_s2_et1_8.ai","150","true","true","1","1200","1200","600","600","true","1363","0","2756","2756","10","10","true","true","true","true","true","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х150_POZD_WEB_K2-1_s2_et1_8.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х150_POZD_WEB_K2-1_s2_et1_8.png","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\verify_details\034_POZD_WEB_K2-1_s2_et1_8_verify_attempt1.json","Независимая read-only проверка AI пройдена."
